eid_406|-90|-80|20|30
eid_407|-80|-70|20|30
eid_413|-20|-10|20|30
eid_414|-10|0|20|30
eid_415|0|10|20|30
eid_416|10|20|20|30
eid_417|20|30|20|30
eid_418|30|40|20|30
eid_419|40|50|20|30
eid_420|50|60|20|30
eid_421|60|70|20|30
eid_422|70|80|20|30
eid_423|80|90|20|30
eid_424|90|100|20|30
eid_425|100|110|20|30
eid_426|110|120|20|30
eid_427|120|130|20|30
eid_428|130|140|20|30
eid_429|140|150|20|30
eid_438|-130|-120|30|40
eid_439|-120|-110|30|40
eid_440|-110|-100|30|40
eid_441|-100|-90|30|40
eid_442|-90|-80|30|40
eid_443|-80|-70|30|40
eid_444|-70|-60|30|40
eid_449|-20|-10|30|40
eid_450|-10|0|30|40
eid_451|0|10|30|40
eid_452|10|20|30|40
eid_453|20|30|30|40
eid_454|30|40|30|40
eid_455|40|50|30|40
eid_456|50|60|30|40
eid_457|60|70|30|40
eid_458|70|80|30|40
eid_459|80|90|30|40
eid_460|90|100|30|40
eid_461|100|110|30|40
eid_462|110|120|30|40
eid_463|120|130|30|40
eid_464|130|140|30|40
eid_465|140|150|30|40
eid_474|-130|-120|40|50
eid_475|-120|-110|40|50
eid_476|-110|-100|40|50
eid_477|-100|-90|40|50
eid_478|-90|-80|40|50
eid_479|-80|-70|40|50
eid_480|-70|-60|40|50
eid_481|-60|-50|40|50
eid_486|-10|0|40|50
eid_487|0|10|40|50
eid_488|10|20|40|50
eid_489|20|30|40|50
eid_490|30|40|40|50
eid_491|40|50|40|50
eid_492|50|60|40|50
eid_493|60|70|40|50
eid_494|70|80|40|50
eid_495|80|90|40|50
eid_496|90|100|40|50
eid_497|100|110|40|50
eid_498|110|120|40|50
eid_499|120|130|40|50
eid_500|130|140|40|50
eid_501|140|150|40|50
eid_502|150|160|40|50
eid_505|-180|-170|50|60
eid_506|-170|-160|50|60
eid_507|-160|-150|50|60
eid_508|-150|-140|50|60
eid_509|-140|-130|50|60
eid_510|-130|-120|50|60
eid_511|-120|-110|50|60
eid_512|-110|-100|50|60
eid_513|-100|-90|50|60
eid_514|-90|-80|50|60
eid_515|-80|-70|50|60
eid_516|-70|-60|50|60
eid_517|-60|-50|50|60
eid_521|-20|-10|50|60
eid_522|-10|0|50|60
eid_523|0|10|50|60
eid_524|10|20|50|60
eid_525|20|30|50|60
eid_526|30|40|50|60
eid_527|40|50|50|60
eid_528|50|60|50|60
eid_529|60|70|50|60
eid_530|70|80|50|60
eid_531|80|90|50|60
eid_532|90|100|50|60
eid_533|100|110|50|60
eid_534|110|120|50|60
eid_535|120|130|50|60
eid_536|130|140|50|60
eid_537|140|150|50|60
eid_538|150|160|50|60
eid_539|160|170|50|60
eid_540|170|180|50|60
eid_541|-180|-170|60|70
eid_542|-170|-160|60|70
eid_543|-160|-150|60|70
eid_544|-150|-140|60|70
eid_545|-140|-130|60|70
eid_546|-130|-120|60|70
eid_547|-120|-110|60|70
eid_548|-110|-100|60|70
eid_549|-100|-90|60|70
eid_550|-90|-80|60|70
eid_551|-80|-70|60|70
eid_552|-70|-60|60|70
eid_556|-30|-20|60|70
eid_557|-20|-10|60|70
eid_558|-10|0|60|70
eid_559|0|10|60|70
eid_560|10|20|60|70
eid_561|20|30|60|70
eid_562|30|40|60|70
eid_563|40|50|60|70
eid_564|50|60|60|70
eid_565|60|70|60|70
eid_566|70|80|60|70
eid_567|80|90|60|70
eid_568|90|100|60|70
eid_569|100|110|60|70
eid_570|110|120|60|70
eid_571|120|130|60|70
eid_572|130|140|60|70
eid_573|140|150|60|70
eid_574|150|160|60|70
eid_575|160|170|60|70
eid_576|170|180|60|70
eid_577|-180|-170|70|80
eid_578|-170|-160|70|80
eid_579|-160|-150|70|80
eid_580|-150|-140|70|80
eid_581|-140|-130|70|80
eid_582|-130|-120|70|80
eid_583|-120|-110|70|80
eid_584|-110|-100|70|80
eid_585|-100|-90|70|80
eid_586|-90|-80|70|80
eid_587|-80|-70|70|80
eid_588|-70|-60|70|80
eid_596|10|20|70|80
eid_597|20|30|70|80
eid_598|30|40|70|80
eid_600|50|60|70|80
eid_601|60|70|70|80
eid_602|70|80|70|80
eid_603|80|90|70|80
eid_604|90|100|70|80
eid_605|100|110|70|80
eid_606|110|120|70|80
eid_607|120|130|70|80
eid_608|130|140|70|80
eid_609|140|150|70|80
eid_610|150|160|70|80
eid_611|160|170|70|80
eid_612|170|180|70|80
eid_620|-110|-100|80|90
eid_621|-100|-90|80|90
eid_622|-90|-80|80|90
eid_623|-80|-70|80|90
eid_624|-70|-60|80|90
eid_635|40|50|80|90
eid_636|50|60|80|90
eid_640|90|100|80|90
